0.001	1.152940125481284e-11
0.003	1.146459224110972e-11
0.005	1.1435329536774616e-11
0.007	1.141519499382302e-11
0.009000000000000001	1.1400484758065808e-11
0.011000000000000001	1.1388431624659017e-11
0.013000000000000001	1.1377944942324956e-11
0.015000000000000001	1.1369362271336118e-11
0.017	1.1361178037382983e-11
0.019000000000000003	1.135392071701433e-11
0.021	1.134795037720942e-11
0.023	1.1341709700250795e-11
0.025	1.133648880789047e-11
0.027	1.1330808291098662e-11
0.029	1.1326578610500572e-11
0.031	1.1322193954416895e-11
0.033	1.1317446757741938e-11
0.035	1.1315130801130725e-11
0.037000000000000005	1.1311728865007511e-11
0.03900000000000001	1.1307646924084916e-11
0.041	1.1304686934685438e-11
0.043000000000000003	1.1301127330882913e-11
0.045	1.1299118793746982e-11
0.047	1.1296579865754665e-11
0.049	1.1292551580914161e-11
0.051000000000000004	1.1290427743021275e-11
0.053000000000000005	1.1288783037063032e-11
0.05500000000000001	1.1285969023591677e-11
0.05700000000000001	1.1284381542340007e-11
0.059000000000000004	1.1281148190799995e-11
0.061000000000000006	1.1279735631223707e-11
0.063	1.1277860574338369e-11
0.065	1.1275865925332398e-11
0.067	1.1274142073285978e-11
0.069	1.127209487567593e-11
0.07100000000000001	1.1270147975963679e-11
0.07300000000000001	1.1268562722066197e-11
0.07500000000000001	1.1267011387723038e-11
0.077	1.1265294551738787e-11
0.079	1.1263684931208621e-11
0.081	1.1262153779930509e-11
0.083	1.1260387587405533e-11
0.085	1.1258859693890178e-11
0.08700000000000001	1.1257662797898194e-11
0.089	1.1256415017095523e-11
0.091	1.1255102896497679e-11
0.093	1.1253664778268494e-11
0.095	1.125218795393948e-11
0.097	1.1250800184377841e-11
0.099	1.124953227397142e-11
0.11	1.1242922503002625e-11
0.12	1.1237395883497568e-11
0.13	1.123228612413169e-11
0.14	1.122729154559134e-11
0.15	1.1223194635552178e-11
0.16	1.1218593124087719e-11
0.16999999999999998	1.1215073696386168e-11
0.18	1.1211605126856445e-11
0.19	1.120786799190135e-11
0.2	1.1204821805414594e-11
0.21000000000000002	1.1201427036505544e-11
0.22	1.119819145952762e-11
0.22999999999999998	1.1195821429884487e-11
0.24	1.1193031213041144e-11
0.25	1.1190353663841311e-11
0.26	1.118790152675728e-11
0.27	1.1185534865978137e-11
0.28	1.1183360610249873e-11
0.29000000000000004	1.1180938682772624e-11
0.30000000000000004	1.1178768014307834e-11
0.31	1.1176730153384228e-11
0.32	1.1174995807980694e-11
0.33	1.1172687140149053e-11
0.34	1.117102709124158e-11
0.35000000000000003	1.1169092188356664e-11
0.36	1.1166520662374076e-11
0.37	1.1165142576655969e-11
0.38	1.1163571350600026e-11
0.39	1.1161969607467814e-11
0.4	1.1160038262543494e-11
0.41000000000000003	1.1158584306875931e-11
0.42000000000000004	1.1157024466963306e-11
0.43	1.1155262198181909e-11
0.44	1.11533762274924e-11
0.45	1.1152340071078213e-11
0.45999999999999996	1.115066919769355e-11
0.47	1.114918575065441e-11
0.48	1.1147915059534654e-11
0.49	1.1146054507499679e-11
0.5	1.1145411754249813e-11
0.51	1.1144009743263615e-11
0.52	1.1142805063239315e-11
0.53	1.114183260302555e-11
0.54	1.1140437776004155e-11
0.55	1.1139234762633613e-11
0.56	1.1138117891076184e-11
0.5700000000000001	1.11369443251755e-11
0.58	1.113495304811889e-11
0.59	1.113344161232025e-11
0.6	1.1132522012932025e-11
0.61	1.1131868434385973e-11
0.62	1.1131236368634826e-11
0.63	1.1130210304545433e-11
0.64	1.1129113824980916e-11
0.6499999999999999	1.112799469969518e-11
0.6599999999999999	1.1127272246811288e-11
0.6699999999999999	1.1126211840823293e-11
0.6799999999999999	1.1124949708078094e-11
0.69	1.112369638726308e-11
0.7	1.1122682425350123e-11
0.71	1.112141331448454e-11
0.72	1.1120622927476486e-11
0.73	1.1119821350885781e-11
0.74	1.1119051755074265e-11
0.75	1.1118244985419057e-11
0.76	1.1117461196796825e-11
0.77	1.1116724361909025e-11
0.78	1.1115445840420839e-11
0.79	1.1114481081666664e-11
0.8	1.111395279989719e-11
0.81	1.1113379307956082e-11
0.8200000000000001	1.1112816489657845e-11
0.83	1.1111662159850706e-11
0.84	1.111137568297175e-11
0.85	1.111047276466203e-11
0.86	1.1109454484527381e-11
0.87	1.1109335955087492e-11
0.88	1.1108243141906718e-11
0.89	1.1107258596861052e-11
0.9	1.1106610134444102e-11
0.91	1.1105966660993005e-11
0.92	1.1104986728150296e-11
0.93	1.1104206673114565e-11
0.9400000000000001	1.1103284026150208e-11
0.9500000000000001	1.1102533553164072e-11
0.9600000000000001	1.1101874475002701e-11
0.97	1.1101261886818887e-11
0.98	1.1100532583197795e-11
0.99	1.1099770048789393e-11
1.	1.109935417878829e-11
1.01	1.1098623717981612e-11
1.02	1.1098084623180207e-11
1.03	1.1097556224898508e-11
1.04	1.1096940341753669e-11
1.05	1.1096133291752112e-11
1.06	1.1095839081159121e-11
1.07	1.1095136416425614e-11
1.08	1.1094400712847588e-11
1.09	1.1093608288000636e-11
1.1	1.1092972454213166e-11
1.11	1.1092260809299648e-11
1.12	1.1091519013352487e-11
1.1300000000000001	1.1091412524794375e-11
1.1400000000000001	1.1090841156080383e-11
1.1500000000000001	1.1090554625909117e-11
1.1600000000000001	1.1089701957400164e-11
1.1700000000000002	1.1089172421005429e-11
1.1800000000000002	1.108906231551755e-11
1.19	1.1088140274285168e-11
1.2000000000000002	1.108810467745717e-11
1.21	1.1087023343983657e-11
1.22	1.1086809245512019e-11
1.2300000000000002	1.1085886656963705e-11
