1,0.9418284158630357,1.7774602771495019e-6
2,0.9433648948278768,0.000025231684736272145
3,0.9459646017967449,0.00011464787325682974
4,0.9473632971084776,0.00032290771704225645
5,0.94824895288486,0.0006947257707137265
6,0.9515601407481834,0.0012605937875081303
7,0.9543661858921217,0.002026653030120331
8,0.9555902910692069,0.0029827211689610004
9,0.9570063358927433,0.004106889178494394
10,0.9591493772050897,0.005367297367410439
11,0.9599881966998464,0.006732378459605959
12,0.9610373895659212,0.008178534391129985
13,0.9622706913576015,0.009667512062095762
14,0.9632695258005722,0.011185901084695044
15,0.9642431164964678,0.012707849639121256
16,0.9649018899082524,0.014215355174508722
17,0.9655766621823028,0.01570464337151316
18,0.9665678204211184,0.017163374827844018
19,0.9668154054082477,0.01857880582282477
20,0.9676855475136105,0.019959206101410453
30,0.9699608502011791,0.031247530640802938
40,0.971202012632072,0.03885616951315774
50,0.9714639023016218,0.04406669485057957
60,0.9724019311766396,0.04785775778625682
70,0.9725809075695456,0.0506881424427939
80,0.9727385442562914,0.05289012068381991
90,0.9728344712177455,0.054655968435726225
100,0.9732144621246067,0.05611318204090545
