1,0.0005167856394252862
2,0.001000827942960649
3,0.0014580208022664813
4,0.0018850574173281628
5,0.0022795949240379887
6,0.0026409781815723244
7,0.0029700341589078984
8,0.003268644560167123
9,0.003539295399199606
10,0.0037847341996481098
11,0.004007715174296988
12,0.004210852044236141
13,0.004396538698533752
14,0.004566912864548285
15,0.004723855720072838
16,0.0048690074110789095
17,0.005003786067572624
18,0.005129415924869072
19,0.005246953375504309
20,0.005357305723288271
21,0.0054612591287142645
22,0.005559489709704134
23,0.005652585818222777
24,0.005741057569179141
25,0.005825348658005395
26,0.005905847886692183
27,0.005982896691113758
28,0.006056794516259269
29,0.0061278058124040885
30,0.006196164886288982
31,0.0062620801937235
32,0.006325737787749367
33,0.00638730360725972
34,0.006446926490809321
35,0.0065047412607816164
36,0.006560866868291871
37,0.0066154115984125485
38,0.0066684789527571495
39,0.006720156700333239
40,0.006770526977317428
41,0.006819662232565292
42,0.006867636259595332
43,0.006914509836313849
44,0.006960340984318444
45,0.007005183184476616
46,0.007049084483315832
47,0.007092092810040971
48,0.007134252071017841
49,0.007175597153528357
50,0.007216166689485368
51,0.007255994782181884
52,0.007295113258299771
53,0.007333551865158739
54,0.0073713384474308
55,0.007408499105728965
56,0.007445058339387531
57,0.007481039174887145
58,0.007516463282159459
59,0.007551351079458732
60,0.007585721828475869
61,0.007619593740300402
62,0.007652984086103965
63,0.007685909135680317
64,0.007718384307587281
65,0.007750424225525527
66,0.007782042772768526
67,0.007813253142028359
68,0.007844067881337171
69,0.007874498935783299
70,0.007904557686466
71,0.007934254985963028
72,0.007963601191165539
73,0.007992606193636474
74,0.00802127944760255
75,0.008049629995956526
76,0.008077666494201427
77,0.008105397232907641
78,0.008132830158269934
79,0.008159972891477733
80,0.008186832746510116
81,0.008213416747013206
82,0.008239731641547938
83,0.008265783918621542
84,0.008291579819796373
85,0.008317125352476262
86,0.008342426301919987
87,0.008367488242337632
88,0.00839231654738936
89,0.008416916399492744
90,0.008441292799808561
91,0.008465450576225218
92,0.008489394391875122
93,0.008513128752392567
94,0.008536658013530724
95,0.00855998638773812
96,0.008583117950681278
97,0.00860605664682426
98,0.008628806296128704
99,0.008651370598354436
100,0.008673753138812312
